
                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022a Update 5 (9.12.0.2039608) 64-bit (glnxa64)
                              August 12, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> This is Threenonlinear network , single amp , ini learningRate = 1.000000e-02 , min batch size = 200 , DropPeriod = 12 , DropFactor = 0.100000  v1 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> load amp=2 
Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|      15 |          60 |       00:00:15 |     9.05e-03 |     8.91e-03 |   4.0915e-05 |   3.9708e-05 |          0.0010 |
|      16 |          64 |       00:00:16 |     8.99e-03 |     8.84e-03 |   4.0372e-05 |   3.9033e-05 |          0.0010 |
|      17 |          68 |       00:00:17 |     9.02e-03 |     8.73e-03 |   4.0643e-05 |   3.8119e-05 |          0.0010 |
|      18 |          72 |       00:00:18 |     8.94e-03 |     8.66e-03 |   3.9980e-05 |   3.7514e-05 |          0.0010 |
|      19 |          76 |       00:00:19 |     8.75e-03 |     8.59e-03 |   3.8292e-05 |   3.6910e-05 |          0.0010 |
|      20 |          80 |       00:00:20 |     8.73e-03 |     8.53e-03 |   3.8148e-05 |   3.6358e-05 |          0.0010 |
|      21 |          84 |       00:00:21 |     8.76e-03 |     8.47e-03 |   3.8348e-05 |   3.5838e-05 |          0.0010 |
|      22 |          88 |       00:00:22 |     8.60e-03 |     8.41e-03 |   3.6960e-05 |   3.5395e-05 |          0.0010 |
|      23 |          92 |       00:00:23 |     8.54e-03 |     8.35e-03 |   3.6508e-05 |   3.4902e-05 |          0.0010 |
|      24 |          96 |       00:00:23 |     8.47e-03 |     8.30e-03 |   3.5852e-05 |   3.4441e-05 |          0.0010 |
|      25 |         100 |       00:00:24 |     8.44e-03 |     8.29e-03 |   3.5655e-05 |   3.4393e-05 |      1.0000e-04 |
|      26 |         104 |       00:00:25 |     8.51e-03 |     8.29e-03 |   3.6194e-05 |   3.4345e-05 |      1.0000e-04 |
|      27 |         108 |       00:00:26 |     8.48e-03 |     8.28e-03 |   3.5961e-05 |   3.4299e-05 |      1.0000e-04 |
|      28 |         112 |       00:00:27 |     8.49e-03 |     8.28e-03 |   3.6072e-05 |   3.4253e-05 |      1.0000e-04 |
|      29 |         116 |       00:00:28 |     8.49e-03 |     8.27e-03 |   3.6026e-05 |   3.4206e-05 |      1.0000e-04 |
|      30 |         120 |       00:00:29 |     8.49e-03 |     8.27e-03 |   3.6069e-05 |   3.4159e-05 |      1.0000e-04 |
|      31 |         124 |       00:00:30 |     8.46e-03 |     8.26e-03 |   3.5782e-05 |   3.4112e-05 |      1.0000e-04 |
|      32 |         128 |       00:00:31 |     8.49e-03 |     8.25e-03 |   3.6026e-05 |   3.4063e-05 |      1.0000e-04 |
|      33 |         132 |       00:00:31 |     8.45e-03 |     8.25e-03 |   3.5677e-05 |   3.4015e-05 |      1.0000e-04 |
|      34 |         136 |       00:00:32 |     8.47e-03 |     8.24e-03 |   3.5883e-05 |   3.3966e-05 |      1.0000e-04 |
|      35 |         140 |       00:00:33 |     8.48e-03 |     8.24e-03 |   3.5949e-05 |   3.3917e-05 |      1.0000e-04 |
|      36 |         144 |       00:00:34 |     8.39e-03 |     8.23e-03 |   3.5186e-05 |   3.3868e-05 |      1.0000e-04 |
|      37 |         148 |       00:00:35 |     8.43e-03 |     8.23e-03 |   3.5548e-05 |   3.3863e-05 |      1.0000e-05 |
|      38 |         150 |       00:00:35 |     8.36e-03 |              |   3.4968e-05 |              |      1.0000e-05 |
|      38 |         152 |       00:00:36 |     8.41e-03 |     8.23e-03 |   3.5402e-05 |   3.3858e-05 |      1.0000e-05 |
|      39 |         156 |       00:00:37 |     8.34e-03 |     8.23e-03 |   3.4788e-05 |   3.3853e-05 |      1.0000e-05 |
|      40 |         160 |       00:00:38 |     8.42e-03 |     8.23e-03 |   3.5419e-05 |   3.3848e-05 |      1.0000e-05 |
|      41 |         164 |       00:00:39 |     8.35e-03 |     8.23e-03 |   3.4855e-05 |   3.3843e-05 |      1.0000e-05 |
|      42 |         168 |       00:00:40 |     8.48e-03 |     8.23e-03 |   3.5958e-05 |   3.3838e-05 |      1.0000e-05 |
|      43 |         172 |       00:00:40 |     8.33e-03 |     8.23e-03 |   3.4721e-05 |   3.3832e-05 |      1.0000e-05 |
|      44 |         176 |       00:00:41 |     8.32e-03 |     8.23e-03 |   3.4585e-05 |   3.3827e-05 |      1.0000e-05 |
|      45 |         180 |       00:00:42 |     8.43e-03 |     8.22e-03 |   3.5560e-05 |   3.3822e-05 |      1.0000e-05 |
|      46 |         184 |       00:00:43 |     8.40e-03 |     8.22e-03 |   3.5291e-05 |   3.3816e-05 |      1.0000e-05 |
|      47 |         188 |       00:00:44 |     8.39e-03 |     8.22e-03 |   3.5171e-05 |   3.3811e-05 |      1.0000e-05 |
|      48 |         192 |       00:00:45 |     8.34e-03 |     8.22e-03 |   3.4811e-05 |   3.3805e-05 |      1.0000e-05 |
|      49 |         196 |       00:00:46 |     8.39e-03 |     8.22e-03 |   3.5182e-05 |   3.3805e-05 |      1.0000e-06 |
|      50 |         200 |       00:00:47 |     8.43e-03 |     8.22e-03 |   3.5503e-05 |   3.3804e-05 |      1.0000e-06 |
|      51 |         204 |       00:00:48 |     8.43e-03 |     8.22e-03 |   3.5540e-05 |   3.3804e-05 |      1.0000e-06 |
|      52 |         208 |       00:00:49 |     8.36e-03 |     8.22e-03 |   3.4906e-05 |   3.3803e-05 |      1.0000e-06 |
|      53 |         212 |       00:00:50 |     8.43e-03 |     8.22e-03 |   3.5546e-05 |   3.3802e-05 |      1.0000e-06 |
|      54 |         216 |       00:00:50 |     8.40e-03 |     8.22e-03 |   3.5291e-05 |   3.3802e-05 |      1.0000e-06 |
|      55 |         220 |       00:00:51 |     8.33e-03 |     8.22e-03 |   3.4705e-05 |   3.3801e-05 |      1.0000e-06 |
|      56 |         224 |       00:00:52 |     8.37e-03 |     8.22e-03 |   3.5017e-05 |   3.3801e-05 |      1.0000e-06 |
|      57 |         228 |       00:00:53 |     8.40e-03 |     8.22e-03 |   3.5320e-05 |   3.3800e-05 |      1.0000e-06 |
|      58 |         232 |       00:00:54 |     8.40e-03 |     8.22e-03 |   3.5238e-05 |   3.3799e-05 |      1.0000e-06 |
|      59 |         236 |       00:00:55 |     8.37e-03 |     8.22e-03 |   3.4991e-05 |   3.3799e-05 |      1.0000e-06 |
|      60 |         240 |       00:00:56 |     8.51e-03 |     8.22e-03 |   3.6170e-05 |   3.3798e-05 |      1.0000e-06 |
|      61 |         244 |       00:00:57 |     8.45e-03 |     8.22e-03 |   3.5695e-05 |   3.3798e-05 |      1.0000e-07 |
|      62 |         248 |       00:00:57 |     8.45e-03 |     8.22e-03 |   3.5708e-05 |   3.3798e-05 |      1.0000e-07 |
|      63 |         250 |       00:00:58 |     8.36e-03 |              |   3.4919e-05 |              |      1.0000e-07 |
|      63 |         252 |       00:00:58 |     8.44e-03 |     8.22e-03 |   3.5636e-05 |   3.3798e-05 |      1.0000e-07 |
|      64 |         256 |       00:00:59 |     8.35e-03 |     8.22e-03 |   3.4851e-05 |   3.3798e-05 |      1.0000e-07 |
|      65 |         260 |       00:01:00 |     8.43e-03 |     8.22e-03 |   3.5529e-05 |   3.3798e-05 |      1.0000e-07 |
|      66 |         264 |       00:01:01 |     8.43e-03 |     8.22e-03 |   3.5500e-05 |   3.3798e-05 |      1.0000e-07 |
|      67 |         268 |       00:01:02 |     8.42e-03 |     8.22e-03 |   3.5460e-05 |   3.3798e-05 |      1.0000e-07 |
|      68 |         272 |       00:01:03 |     8.47e-03 |     8.22e-03 |   3.5891e-05 |   3.3798e-05 |      1.0000e-07 |
|      69 |         276 |       00:01:04 |     8.38e-03 |     8.22e-03 |   3.5101e-05 |   3.3798e-05 |      1.0000e-07 |
|      70 |         280 |       00:01:05 |     8.41e-03 |     8.22e-03 |   3.5374e-05 |   3.3798e-05 |      1.0000e-07 |
|      71 |         284 |       00:01:06 |     8.37e-03 |     8.22e-03 |   3.5027e-05 |   3.3797e-05 |      1.0000e-07 |
|      72 |         288 |       00:01:06 |     8.47e-03 |     8.22e-03 |   3.5882e-05 |   3.3797e-05 |      1.0000e-07 |
|      73 |         292 |       00:01:07 |     8.40e-03 |     8.22e-03 |   3.5277e-05 |   3.3797e-05 |      1.0000e-08 |
|      74 |         296 |       00:01:08 |     8.38e-03 |     8.22e-03 |   3.5122e-05 |   3.3797e-05 |      1.0000e-08 |
|      75 |         300 |       00:01:09 |     8.48e-03 |     8.22e-03 |   3.5923e-05 |   3.3797e-05 |      1.0000e-08 |
|      76 |         304 |       00:01:10 |     8.42e-03 |     8.22e-03 |   3.5416e-05 |   3.3797e-05 |      1.0000e-08 |
|      77 |         308 |       00:01:11 |     8.33e-03 |     8.22e-03 |   3.4722e-05 |   3.3797e-05 |      1.0000e-08 |
|      78 |         312 |       00:01:12 |     8.42e-03 |     8.22e-03 |   3.5434e-05 |   3.3797e-05 |      1.0000e-08 |
|      79 |         316 |       00:01:13 |     8.40e-03 |     8.22e-03 |   3.5276e-05 |   3.3797e-05 |      1.0000e-08 |
|      80 |         320 |       00:01:13 |     8.48e-03 |     8.22e-03 |   3.5995e-05 |   3.3797e-05 |      1.0000e-08 |
|      81 |         324 |       00:01:14 |     8.39e-03 |     8.22e-03 |   3.5224e-05 |   3.3797e-05 |      1.0000e-08 |
|      82 |         328 |       00:01:15 |     8.44e-03 |     8.22e-03 |   3.5652e-05 |   3.3797e-05 |      1.0000e-08 |
|      83 |         332 |       00:01:16 |     8.35e-03 |     8.22e-03 |   3.4875e-05 |   3.3797e-05 |      1.0000e-08 |
|      84 |         336 |       00:01:17 |     8.40e-03 |     8.22e-03 |   3.5277e-05 |   3.3797e-05 |      1.0000e-08 |
|      85 |         340 |       00:01:18 |     8.37e-03 |     8.22e-03 |   3.5065e-05 |   3.3797e-05 |      1.0000e-09 |
|      86 |         344 |       00:01:19 |     8.44e-03 |     8.22e-03 |   3.5604e-05 |   3.3797e-05 |      1.0000e-09 |
|      87 |         348 |       00:01:20 |     8.39e-03 |     8.22e-03 |   3.5192e-05 |   3.3797e-05 |      1.0000e-09 |
|      88 |         350 |       00:01:20 |     8.41e-03 |              |   3.5341e-05 |              |      1.0000e-09 |
|      88 |         352 |       00:01:21 |     8.36e-03 |     8.22e-03 |   3.4914e-05 |   3.3797e-05 |      1.0000e-09 |
|      89 |         356 |       00:01:21 |     8.45e-03 |     8.22e-03 |   3.5701e-05 |   3.3797e-05 |      1.0000e-09 |
|      90 |         360 |       00:01:22 |     8.42e-03 |     8.22e-03 |   3.5449e-05 |   3.3797e-05 |      1.0000e-09 |
|      91 |         364 |       00:01:23 |     8.41e-03 |     8.22e-03 |   3.5340e-05 |   3.3797e-05 |      1.0000e-09 |
|      92 |         368 |       00:01:24 |     8.37e-03 |     8.22e-03 |   3.5035e-05 |   3.3797e-05 |      1.0000e-09 |
|      93 |         372 |       00:01:25 |     8.47e-03 |     8.22e-03 |   3.5886e-05 |   3.3797e-05 |      1.0000e-09 |
|      94 |         376 |       00:01:26 |     8.46e-03 |     8.22e-03 |   3.5770e-05 |   3.3797e-05 |      1.0000e-09 |
|      95 |         380 |       00:01:27 |     8.42e-03 |     8.22e-03 |   3.5432e-05 |   3.3797e-05 |      1.0000e-09 |
|      96 |         384 |       00:01:28 |     8.42e-03 |     8.22e-03 |   3.5434e-05 |   3.3797e-05 |      1.0000e-09 |
|      97 |         388 |       00:01:29 |     8.47e-03 |     8.22e-03 |   3.5879e-05 |   3.3797e-05 |      1.0000e-10 |
|      98 |         392 |       00:01:30 |     8.48e-03 |     8.22e-03 |   3.5935e-05 |   3.3797e-05 |      1.0000e-10 |
|      99 |         396 |       00:01:31 |     8.45e-03 |     8.22e-03 |   3.5677e-05 |   3.3797e-05 |      1.0000e-10 |
|     100 |         400 |       00:01:32 |     8.40e-03 |     8.22e-03 |   3.5307e-05 |   3.3797e-05 |      1.0000e-10 |
|     101 |         404 |       00:01:32 |     8.41e-03 |     8.22e-03 |   3.5376e-05 |   3.3797e-05 |      1.0000e-10 |
|     102 |         408 |       00:01:33 |     8.39e-03 |     8.22e-03 |   3.5225e-05 |   3.3797e-05 |      1.0000e-10 |
|     103 |         412 |       00:01:34 |     8.45e-03 |     8.22e-03 |   3.5684e-05 |   3.3797e-05 |      1.0000e-10 |
|     104 |         416 |       00:01:35 |     8.39e-03 |     8.22e-03 |   3.5175e-05 |   3.3797e-05 |      1.0000e-10 |
|     105 |         420 |       00:01:36 |     8.36e-03 |     8.22e-03 |   3.4957e-05 |   3.3797e-05 |      1.0000e-10 |
|     106 |         424 |       00:01:37 |     8.45e-03 |     8.22e-03 |   3.5724e-05 |   3.3797e-05 |      1.0000e-10 |
|     107 |         428 |       00:01:38 |     8.47e-03 |     8.22e-03 |   3.5850e-05 |   3.3797e-05 |      1.0000e-10 |
|     108 |         432 |       00:01:39 |     8.45e-03 |     8.22e-03 |   3.5716e-05 |   3.3797e-05 |      1.0000e-10 |
|     109 |         436 |       00:01:39 |     8.38e-03 |     8.22e-03 |   3.5083e-05 |   3.3797e-05 |      1.0000e-11 |
|     110 |         440 |       00:01:40 |     8.44e-03 |     8.22e-03 |   3.5651e-05 |   3.3797e-05 |      1.0000e-11 |
|     111 |         444 |       00:01:41 |     8.45e-03 |     8.22e-03 |   3.5732e-05 |   3.3797e-05 |      1.0000e-11 |
|     112 |         448 |       00:01:42 |     8.37e-03 |     8.22e-03 |   3.4993e-05 |   3.3797e-05 |      1.0000e-11 |
|     113 |         450 |       00:01:43 |     8.43e-03 |              |   3.5525e-05 |              |      1.0000e-11 |
|     113 |         452 |       00:01:43 |     8.39e-03 |     8.22e-03 |   3.5179e-05 |   3.3797e-05 |      1.0000e-11 |
|     114 |         456 |       00:01:44 |     8.45e-03 |     8.22e-03 |   3.5666e-05 |   3.3797e-05 |      1.0000e-11 |
|======================================================================================================================|
Training finished: Met validation criterion.
amp = 2 , already training 1 times 
amp 2 training end 
load amp=3 
Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |         0.22 |         0.24 |       0.0239 |       0.0285 |          0.0100 |
|       1 |           4 |       00:00:00 |         0.11 |         0.10 |       0.0064 |       0.0052 |          0.0100 |
|       2 |           8 |       00:00:01 |         0.08 |         0.07 |       0.0031 |       0.0026 |          0.0100 |
|       3 |          12 |       00:00:02 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0100 |
|       4 |          16 |       00:00:03 |         0.04 |         0.04 |       0.0009 |       0.0008 |          0.0100 |
|       5 |          20 |       00:00:04 |         0.03 |         0.03 |       0.0005 |       0.0005 |          0.0100 |
|       6 |          24 |       00:00:05 |         0.03 |         0.03 |       0.0004 |       0.0003 |          0.0100 |
|       7 |          28 |       00:00:05 |         0.02 |         0.02 |       0.0002 |       0.0002 |          0.0100 |
|       8 |          32 |       00:00:06 |         0.02 |         0.02 |       0.0002 |       0.0002 |          0.0100 |
|       9 |          36 |       00:00:07 |         0.02 |         0.02 |       0.0002 |       0.0002 |          0.0100 |
|      10 |          40 |       00:00:08 |         0.02 |         0.02 |       0.0001 |       0.0001 |          0.0100 |
|      11 |          44 |       00:00:09 |         0.02 |         0.02 |       0.0001 |       0.0001 |          0.0100 |
|      12 |          48 |       00:00:09 |         0.02 |         0.01 |       0.0001 |       0.0001 |          0.0100 |
|      13 |          50 |       00:00:10 |         0.02 |              |       0.0001 |              |          0.0010 |
|      13 |          52 |       00:00:10 |         0.02 |         0.01 |       0.0001 |       0.0001 |          0.0010 |
|      14 |          56 |       00:00:11 |         0.02 |         0.01 |       0.0001 |       0.0001 |          0.0010 |
|      15 |          60 |       00:00:12 |         0.01 |         0.01 |       0.0001 |       0.0001 |          0.0010 |
|      16 |          64 |       00:00:13 |         0.01 |         0.01 |       0.0001 |       0.0001 |          0.0010 |
|      17 |          68 |       00:00:13 |         0.01 |         0.01 |       0.0001 |       0.0001 |          0.0010 |
|      18 |          72 |       00:00:14 |         0.01 |         0.01 |       0.0001 |       0.0001 |          0.0010 |
|      19 |          76 |       00:00:15 |         0.01 |         0.01 |       0.0001 |   9.9416e-05 |          0.0010 |
|      20 |          80 |       00:00:16 |         0.01 |         0.01 |       0.0001 |   9.8593e-05 |          0.0010 |
|      21 |          84 |       00:00:17 |         0.01 |         0.01 |       0.0001 |   9.7863e-05 |          0.0010 |
|      22 |          88 |       00:00:18 |         0.01 |         0.01 |       0.0001 |   9.7081e-05 |          0.0010 |
|      23 |          92 |       00:00:18 |         0.01 |         0.01 |       0.0001 |   9.6462e-05 |          0.0010 |
|      24 |          96 |       00:00:19 |         0.01 |         0.01 |       0.0001 |   9.5751e-05 |          0.0010 |
|      25 |         100 |       00:00:20 |         0.01 |         0.01 |       0.0001 |   9.5666e-05 |      1.0000e-04 |
|      26 |         104 |       00:00:21 |         0.01 |         0.01 |       0.0001 |   9.5590e-05 |      1.0000e-04 |
|      27 |         108 |       00:00:22 |         0.01 |         0.01 |       0.0001 |   9.5514e-05 |      1.0000e-04 |
|      28 |         112 |       00:00:22 |         0.01 |         0.01 |       0.0001 |   9.5424e-05 |      1.0000e-04 |
|      29 |         116 |       00:00:23 |         0.01 |         0.01 |       0.0001 |   9.5345e-05 |      1.0000e-04 |
|      30 |         120 |       00:00:24 |         0.01 |         0.01 |       0.0001 |   9.5265e-05 |      1.0000e-04 |
|      31 |         124 |       00:00:25 |         0.01 |         0.01 |       0.0001 |   9.5189e-05 |      1.0000e-04 |
|      32 |         128 |       00:00:26 |         0.01 |         0.01 |       0.0001 |   9.5118e-05 |      1.0000e-04 |
|      33 |         132 |       00:00:26 |         0.01 |         0.01 |       0.0001 |   9.5044e-05 |      1.0000e-04 |
|      34 |         136 |       00:00:27 |         0.01 |         0.01 |       0.0001 |   9.4964e-05 |      1.0000e-04 |
|      35 |         140 |       00:00:28 |         0.01 |         0.01 |       0.0001 |   9.4885e-05 |      1.0000e-04 |
|      36 |         144 |       00:00:29 |         0.01 |         0.01 |   9.8898e-05 |   9.4804e-05 |      1.0000e-04 |
|      37 |         148 |       00:00:30 |         0.01 |         0.01 |   9.9332e-05 |   9.4796e-05 |      1.0000e-05 |
|      38 |         150 |       00:00:30 |         0.01 |              |   9.9831e-05 |              |      1.0000e-05 |
|      38 |         152 |       00:00:30 |         0.01 |         0.01 |       0.0001 |   9.4788e-05 |      1.0000e-05 |
|      39 |         156 |       00:00:31 |         0.01 |         0.01 |       0.0001 |   9.4780e-05 |      1.0000e-05 |
|      40 |         160 |       00:00:32 |         0.01 |         0.01 |       0.0001 |   9.4772e-05 |      1.0000e-05 |
|      41 |         164 |       00:00:33 |         0.01 |         0.01 |       0.0001 |   9.4764e-05 |      1.0000e-05 |
|      42 |         168 |       00:00:34 |         0.01 |         0.01 |   9.9527e-05 |   9.4756e-05 |      1.0000e-05 |
|      43 |         172 |       00:00:34 |         0.01 |         0.01 |       0.0001 |   9.4748e-05 |      1.0000e-05 |
|      44 |         176 |       00:00:35 |         0.01 |         0.01 |       0.0001 |   9.4739e-05 |      1.0000e-05 |
|      45 |         180 |       00:00:36 |         0.01 |         0.01 |       0.0001 |   9.4731e-05 |      1.0000e-05 |
|      46 |         184 |       00:00:37 |         0.01 |         0.01 |   9.9906e-05 |   9.4722e-05 |      1.0000e-05 |
|      47 |         188 |       00:00:38 |         0.01 |         0.01 |       0.0001 |   9.4714e-05 |      1.0000e-05 |
|      48 |         192 |       00:00:39 |         0.01 |         0.01 |       0.0001 |   9.4705e-05 |      1.0000e-05 |
|      49 |         196 |       00:00:39 |         0.01 |         0.01 |       0.0001 |   9.4704e-05 |      1.0000e-06 |
|      50 |         200 |       00:00:40 |         0.01 |         0.01 |   9.9989e-05 |   9.4703e-05 |      1.0000e-06 |
|      51 |         204 |       00:00:41 |         0.01 |         0.01 |       0.0001 |   9.4702e-05 |      1.0000e-06 |
|      52 |         208 |       00:00:42 |         0.01 |         0.01 |       0.0001 |   9.4701e-05 |      1.0000e-06 |
|      53 |         212 |       00:00:43 |         0.01 |         0.01 |       0.0001 |   9.4700e-05 |      1.0000e-06 |
|      54 |         216 |       00:00:43 |         0.01 |         0.01 |       0.0001 |   9.4699e-05 |      1.0000e-06 |
|      55 |         220 |       00:00:44 |         0.01 |         0.01 |       0.0001 |   9.4698e-05 |      1.0000e-06 |
|      56 |         224 |       00:00:45 |         0.01 |         0.01 |       0.0001 |   9.4698e-05 |      1.0000e-06 |
|      57 |         228 |       00:00:46 |         0.01 |         0.01 |       0.0001 |   9.4697e-05 |      1.0000e-06 |
|      58 |         232 |       00:00:47 |         0.01 |         0.01 |       0.0001 |   9.4696e-05 |      1.0000e-06 |
|      59 |         236 |       00:00:48 |         0.01 |         0.01 |       0.0001 |   9.4695e-05 |      1.0000e-06 |
|      60 |         240 |       00:00:48 |         0.01 |         0.01 |       0.0001 |   9.4694e-05 |      1.0000e-06 |
|      61 |         244 |       00:00:49 |         0.01 |         0.01 |       0.0001 |   9.4693e-05 |      1.0000e-07 |
|      62 |         248 |       00:00:50 |         0.01 |         0.01 |   9.9611e-05 |   9.4693e-05 |      1.0000e-07 |
|      63 |         250 |       00:00:50 |         0.01 |              |       0.0001 |              |      1.0000e-07 |
|      63 |         252 |       00:00:51 |         0.01 |         0.01 |       0.0001 |   9.4693e-05 |      1.0000e-07 |
|      64 |         256 |       00:00:52 |         0.01 |         0.01 |       0.0001 |   9.4693e-05 |      1.0000e-07 |
|      65 |         260 |       00:00:52 |         0.01 |         0.01 |       0.0001 |   9.4693e-05 |      1.0000e-07 |
|      66 |         264 |       00:00:53 |         0.01 |         0.01 |       0.0001 |   9.4693e-05 |      1.0000e-07 |
|      67 |         268 |       00:00:54 |         0.01 |         0.01 |       0.0001 |   9.4693e-05 |      1.0000e-07 |
|      68 |         272 |       00:00:55 |         0.01 |         0.01 |       0.0001 |   9.4693e-05 |      1.0000e-07 |
|      69 |         276 |       00:00:56 |         0.01 |         0.01 |       0.0001 |   9.4693e-05 |      1.0000e-07 |
|      70 |         280 |       00:00:56 |         0.01 |         0.01 |   9.9754e-05 |   9.4693e-05 |      1.0000e-07 |
|      71 |         284 |       00:00:57 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-07 |
|      72 |         288 |       00:00:58 |         0.01 |         0.01 |   9.9286e-05 |   9.4692e-05 |      1.0000e-07 |
|      73 |         292 |       00:00:59 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-08 |
|      74 |         296 |       00:01:00 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-08 |
|      75 |         300 |       00:01:00 |         0.01 |         0.01 |   9.9886e-05 |   9.4692e-05 |      1.0000e-08 |
|      76 |         304 |       00:01:01 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-08 |
|      77 |         308 |       00:01:02 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-08 |
|      78 |         312 |       00:01:03 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-08 |
|      79 |         316 |       00:01:04 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-08 |
|      80 |         320 |       00:01:04 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-08 |
|      81 |         324 |       00:01:05 |         0.01 |         0.01 |   9.9192e-05 |   9.4692e-05 |      1.0000e-08 |
|      82 |         328 |       00:01:06 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-08 |
|      83 |         332 |       00:01:07 |         0.01 |         0.01 |   9.9946e-05 |   9.4692e-05 |      1.0000e-08 |
|      84 |         336 |       00:01:08 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-08 |
|      85 |         340 |       00:01:08 |         0.01 |         0.01 |   9.8250e-05 |   9.4692e-05 |      1.0000e-09 |
|      86 |         344 |       00:01:09 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-09 |
|      87 |         348 |       00:01:10 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-09 |
|      88 |         350 |       00:01:10 |         0.01 |              |   9.8996e-05 |              |      1.0000e-09 |
|      88 |         352 |       00:01:11 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-09 |
|      89 |         356 |       00:01:12 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-09 |
|      90 |         360 |       00:01:12 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-09 |
|      91 |         364 |       00:01:13 |         0.01 |         0.01 |       0.0001 |   9.4692e-05 |      1.0000e-09 |
