+
                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022a Update 5 (9.12.0.2039608) 64-bit (glnxa64)
                              August 12, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> This is Threenonlinear network , ini learningRate = 1.000000e-02 , min batch size = 400 , DropPeriod = 9 , DropFactor = 0.100000 
>> Hidden Units = 60 , v9 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> load amp=2 
load amp=3 
load amp=4 
load amp=5 
load amp=6 
load amp=7 
load amp=8 
load amp=9 
load amp=10 
load amp=11 
load amp=12 
load amp=13 
load amp=14 
load amp=15 
load amp=16 
load amp=17 
load amp=18 
load amp=19 
load amp=20 
load amp=21 
load amp=22 
load amp=23 
load amp=24 
load amp=25 
load amp=26 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|       3 |         140 |       00:00:55 |         0.09 |         0.03 |       0.0043 |       0.0005 |          0.0100 |
|       3 |         150 |       00:00:58 |         0.11 |              |       0.0057 |              |          0.0100 |
|       3 |         154 |       00:01:00 |         0.08 |         0.09 |       0.0034 |       0.0041 |          0.0100 |
|       3 |         168 |       00:01:05 |         0.09 |         0.02 |       0.0039 |       0.0002 |          0.0100 |
|       4 |         182 |       00:01:10 |         0.08 |         0.05 |       0.0030 |       0.0012 |          0.0100 |
|       4 |         196 |       00:01:16 |         0.09 |         0.05 |       0.0036 |       0.0014 |          0.0100 |
|       4 |         200 |       00:01:17 |         0.08 |              |       0.0033 |              |          0.0100 |
|       4 |         210 |       00:01:21 |         0.07 |         0.07 |       0.0025 |       0.0027 |          0.0100 |
|       4 |         224 |       00:01:26 |         0.08 |         0.07 |       0.0030 |       0.0028 |          0.0100 |
|       5 |         238 |       00:01:31 |         0.11 |         0.05 |       0.0056 |       0.0011 |          0.0100 |
|       5 |         250 |       00:01:35 |         0.10 |              |       0.0053 |              |          0.0100 |
|       5 |         252 |       00:01:36 |         0.09 |         0.08 |       0.0038 |       0.0034 |          0.0100 |
|       5 |         266 |       00:01:41 |         0.08 |         0.06 |       0.0031 |       0.0016 |          0.0100 |
|       5 |         280 |       00:01:46 |         0.10 |         0.04 |       0.0051 |       0.0008 |          0.0100 |
|       6 |         294 |       00:01:52 |         0.08 |         0.07 |       0.0029 |       0.0022 |          0.0100 |
|       6 |         300 |       00:01:54 |         0.08 |              |       0.0031 |              |          0.0100 |
|       6 |         308 |       00:01:57 |         0.08 |         0.06 |       0.0031 |       0.0015 |          0.0100 |
|       6 |         322 |       00:02:02 |         0.09 |         0.02 |       0.0038 |       0.0001 |          0.0100 |
|       6 |         336 |       00:02:07 |         0.08 |         0.05 |       0.0028 |       0.0014 |          0.0100 |
|       7 |         350 |       00:02:12 |         0.09 |         0.06 |       0.0040 |       0.0017 |          0.0100 |
|       7 |         364 |       00:02:17 |         0.08 |         0.04 |       0.0028 |       0.0009 |          0.0100 |
|       7 |         378 |       00:02:22 |         0.08 |         0.04 |       0.0029 |       0.0007 |          0.0100 |
|       7 |         392 |       00:02:27 |         0.08 |         0.03 |       0.0031 |       0.0005 |          0.0100 |
|       8 |         400 |       00:02:30 |         0.08 |              |       0.0031 |              |          0.0100 |
|       8 |         406 |       00:02:33 |         0.09 |         0.06 |       0.0040 |       0.0020 |          0.0100 |
|       8 |         420 |       00:02:38 |         0.08 |         0.04 |       0.0036 |       0.0010 |          0.0100 |
|       8 |         434 |       00:02:43 |         0.08 |         0.04 |       0.0030 |       0.0007 |          0.0100 |
|       8 |         448 |       00:02:48 |         0.08 |         0.04 |       0.0032 |       0.0008 |          0.0100 |
|       9 |         450 |       00:02:49 |         0.08 |              |       0.0030 |              |          0.0100 |
|       9 |         462 |       00:02:53 |         0.08 |         0.04 |       0.0030 |       0.0008 |          0.0100 |
|       9 |         476 |       00:02:58 |         0.08 |         0.04 |       0.0031 |       0.0008 |          0.0100 |
|       9 |         490 |       00:03:04 |         0.08 |         0.04 |       0.0029 |       0.0008 |          0.0100 |
|       9 |         500 |       00:03:07 |         0.07 |              |       0.0026 |              |          0.0100 |
|       9 |         504 |       00:03:09 |         0.07 |         0.03 |       0.0027 |       0.0005 |          0.0100 |
|      10 |         518 |       00:03:14 |         0.07 |         0.03 |       0.0023 |       0.0004 |          0.0010 |
|======================================================================================================================|
Training finished: Met validation criterion.
already training 1 times 
Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |         1.22 |         0.34 |       0.7403 |       0.0591 |          0.0100 |
|       1 |          14 |       00:00:05 |         0.34 |         0.11 |       0.0577 |       0.0064 |          0.0100 |
|       1 |          28 |       00:00:10 |         0.17 |         0.13 |       0.0142 |       0.0079 |          0.0100 |
|       1 |          42 |       00:00:15 |         0.11 |         0.07 |       0.0061 |       0.0022 |          0.0100 |
|       1 |          50 |       00:00:18 |         0.14 |              |       0.0104 |              |          0.0100 |
|       1 |          56 |       00:00:20 |         0.11 |         0.09 |       0.0061 |       0.0041 |          0.0100 |
|       2 |          70 |       00:00:25 |         0.10 |         0.06 |       0.0055 |       0.0016 |          0.0100 |
|       2 |          84 |       00:00:31 |         0.08 |         0.07 |       0.0035 |       0.0025 |          0.0100 |
|       2 |          98 |       00:00:36 |         0.11 |         0.05 |       0.0058 |       0.0010 |          0.0100 |
|       2 |         100 |       00:00:36 |         0.09 |              |       0.0044 |              |          0.0100 |
|       2 |         112 |       00:00:41 |         0.10 |         0.04 |       0.0049 |       0.0008 |          0.0100 |
|       3 |         126 |       00:00:46 |         0.10 |         0.06 |       0.0048 |       0.0015 |          0.0100 |
|       3 |         140 |       00:00:51 |         0.08 |         0.03 |       0.0032 |       0.0004 |          0.0100 |
|       3 |         150 |       00:00:55 |         0.08 |              |       0.0032 |              |          0.0100 |
|       3 |         154 |       00:00:56 |         0.09 |         0.04 |       0.0036 |       0.0007 |          0.0100 |
|       3 |         168 |       00:01:02 |         0.08 |         0.03 |       0.0034 |       0.0006 |          0.0100 |
|       4 |         182 |       00:01:07 |         0.08 |         0.04 |       0.0034 |       0.0007 |          0.0100 |
|       4 |         196 |       00:01:12 |         0.08 |         0.04 |       0.0035 |       0.0007 |          0.0100 |
|       4 |         200 |       00:01:13 |         0.08 |              |       0.0036 |              |          0.0100 |
|       4 |         210 |       00:01:17 |         0.08 |         0.04 |       0.0034 |       0.0007 |          0.0100 |
|       4 |         224 |       00:01:22 |         0.08 |         0.03 |       0.0033 |       0.0006 |          0.0100 |
|       5 |         238 |       00:01:27 |         0.08 |         0.04 |       0.0032 |       0.0008 |          0.0100 |
|       5 |         250 |       00:01:32 |         0.09 |              |       0.0038 |              |          0.0100 |
|       5 |         252 |       00:01:33 |         0.07 |         0.07 |       0.0028 |       0.0023 |          0.0100 |
|       5 |         266 |       00:01:38 |         0.09 |         0.09 |       0.0040 |       0.0037 |          0.0100 |
|       5 |         280 |       00:01:43 |         0.09 |         0.05 |       0.0044 |       0.0012 |          0.0100 |
|       6 |         294 |       00:01:48 |         0.09 |         0.04 |       0.0041 |       0.0009 |          0.0100 |
|       6 |         300 |       00:01:50 |         0.08 |              |       0.0032 |              |          0.0100 |
|       6 |         308 |       00:01:53 |         0.08 |         0.06 |       0.0031 |       0.0016 |          0.0100 |
|       6 |         322 |       00:01:58 |         0.08 |         0.04 |       0.0035 |       0.0008 |          0.0100 |
|       6 |         336 |       00:02:04 |         0.09 |         0.05 |       0.0039 |       0.0013 |          0.0100 |
|       7 |         350 |       00:02:09 |         0.08 |         0.04 |       0.0031 |       0.0009 |          0.0100 |
|       7 |         364 |       00:02:14 |         0.08 |         0.04 |       0.0033 |       0.0010 |          0.0100 |
|       7 |         378 |       00:02:19 |         0.08 |         0.04 |       0.0029 |       0.0010 |          0.0100 |
|       7 |         392 |       00:02:24 |         0.08 |         0.04 |       0.0032 |       0.0010 |          0.0100 |
|       8 |         400 |       00:02:27 |         0.08 |              |       0.0032 |              |          0.0100 |
|       8 |         406 |       00:02:30 |         0.08 |         0.04 |       0.0028 |       0.0010 |          0.0100 |
|       8 |         420 |       00:02:35 |         0.08 |         0.04 |       0.0029 |       0.0009 |          0.0100 |
|       8 |         434 |       00:02:40 |         0.08 |         0.04 |       0.0030 |       0.0009 |          0.0100 |
|       8 |         448 |       00:02:45 |         0.08 |         0.04 |       0.0030 |       0.0009 |          0.0100 |
|       9 |         450 |       00:02:46 |         0.08 |              |       0.0030 |              |          0.0100 |
|       9 |         462 |       00:02:50 |         0.08 |         0.05 |       0.0029 |       0.0010 |          0.0100 |
|       9 |         476 |       00:02:55 |         0.07 |         0.04 |       0.0028 |       0.0009 |          0.0100 |
|       9 |         490 |       00:03:00 |         0.08 |         0.04 |       0.0029 |       0.0009 |          0.0100 |
|       9 |         500 |       00:03:04 |         0.07 |              |       0.0028 |              |          0.0100 |
|       9 |         504 |       00:03:05 |         0.07 |         0.04 |       0.0027 |       0.0008 |          0.0100 |
|      10 |         518 |       00:03:10 |         0.06 |     9.59e-03 |       0.0019 |   4.6016e-05 |          0.0010 |
|      10 |         532 |       00:03:16 |         0.06 |     8.24e-03 |       0.0018 |   3.3915e-05 |          0.0010 |
|      10 |         546 |       00:03:21 |         0.06 |     9.40e-03 |       0.0021 |   4.4163e-05 |          0.0010 |
|      10 |         550 |       00:03:22 |         0.06 |              |       0.0019 |              |          0.0010 |
|      10 |         560 |       00:03:26 |         0.07 |     9.81e-03 |       0.0021 |   4.8090e-05 |          0.0010 |
|      11 |         574 |       00:03:31 |         0.06 |         0.01 |       0.0019 |   5.0233e-05 |          0.0010 |
|      11 |         588 |       00:03:36 |         0.06 |     8.75e-03 |       0.0020 |   3.8320e-05 |          0.0010 |
|      11 |         600 |       00:03:41 |         0.06 |              |       0.0020 |              |          0.0010 |
|      11 |         602 |       00:03:42 |         0.06 |     8.64e-03 |       0.0019 |   3.7324e-05 |          0.0010 |
|      11 |         616 |       00:03:47 |         0.07 |     8.07e-03 |       0.0022 |   3.2541e-05 |          0.0010 |
|      12 |         630 |       00:03:52 |         0.06 |     8.50e-03 |       0.0020 |   3.6084e-05 |          0.0010 |
|      12 |         644 |       00:03:57 |         0.06 |     8.21e-03 |       0.0017 |   3.3662e-05 |          0.0010 |
|      12 |         650 |       00:03:59 |         0.06 |              |       0.0019 |              |          0.0010 |
|      12 |         658 |       00:04:02 |         0.06 |     8.91e-03 |       0.0019 |   3.9651e-05 |          0.0010 |
|      12 |         672 |       00:04:07 |         0.07 |     8.68e-03 |       0.0021 |   3.7707e-05 |          0.0010 |
|      13 |         686 |       00:04:12 |         0.06 |     8.65e-03 |       0.0019 |   3.7415e-05 |          0.0010 |
|      13 |         700 |       00:04:18 |         0.06 |     9.56e-03 |       0.0019 |   4.5702e-05 |          0.0010 |
|      13 |         714 |       00:04:23 |         0.06 |     9.76e-03 |       0.0020 |   4.7664e-05 |          0.0010 |
|      13 |         728 |       00:04:28 |         0.06 |     7.78e-03 |       0.0018 |   3.0263e-05 |          0.0010 |
|      14 |         742 |       00:04:33 |         0.06 |         0.01 |       0.0021 |   6.0407e-05 |          0.0010 |
|      14 |         750 |       00:04:36 |         0.06 |              |       0.0018 |              |          0.0010 |
|      14 |         756 |       00:04:38 |         0.06 |     7.80e-03 |       0.0020 |   3.0442e-05 |          0.0010 |
|      14 |         770 |       00:04:44 |         0.06 |     8.54e-03 |       0.0020 |   3.6432e-05 |          0.0010 |
|      14 |         784 |       00:04:49 |         0.06 |     9.30e-03 |       0.0018 |   4.3211e-05 |          0.0010 |
|      15 |         798 |       00:04:54 |         0.06 |     8.44e-03 |       0.0018 |   3.5657e-05 |          0.0010 |
|      15 |         800 |       00:04:55 |         0.06 |              |       0.0018 |              |          0.0010 |
|      15 |         812 |       00:04:59 |         0.06 |     7.99e-03 |       0.0018 |   3.1883e-05 |          0.0010 |
|      15 |         826 |       00:05:04 |         0.06 |     7.78e-03 |       0.0019 |   3.0257e-05 |          0.0010 |
|      15 |         840 |       00:05:09 |         0.07 |     7.41e-03 |       0.0021 |   2.7433e-05 |          0.0010 |
|      16 |         850 |       00:05:13 |         0.06 |              |       0.0017 |              |          0.0010 |
|      16 |         854 |       00:05:15 |         0.06 |     8.58e-03 |       0.0017 |   3.6806e-05 |          0.0010 |
|      16 |         868 |       00:05:20 |         0.06 |     8.17e-03 |       0.0018 |   3.3407e-05 |          0.0010 |
|      16 |         882 |       00:05:25 |         0.06 |         0.01 |       0.0017 |   6.1589e-05 |          0.0010 |
|      16 |         896 |       00:05:30 |         0.06 |         0.01 |       0.0019 |   5.7801e-05 |          0.0010 |
|      17 |         900 |       00:05:32 |         0.06 |              |       0.0018 |              |          0.0010 |
|      17 |         910 |       00:05:35 |         0.06 |     9.22e-03 |       0.0019 |   4.2531e-05 |          0.0010 |
|      17 |         924 |       00:05:40 |         0.06 |         0.01 |       0.0018 |   6.7554e-05 |          0.0010 |
|      17 |         938 |       00:05:46 |         0.06 |     9.49e-03 |       0.0017 |   4.5000e-05 |          0.0010 |
|      17 |         950 |       00:05:50 |         0.06 |              |       0.0020 |              |          0.0010 |
|      17 |         952 |       00:05:51 |         0.06 |     8.18e-03 |       0.0020 |   3.3439e-05 |          0.0010 |
|      18 |         966 |       00:05:56 |         0.06 |         0.01 |       0.0020 |   7.5067e-05 |          0.0010 |
|      18 |         980 |       00:06:01 |         0.06 |     9.37e-03 |       0.0018 |   4.3944e-05 |          0.0010 |
|      18 |         994 |       00:06:06 |         0.06 |     8.19e-03 |       0.0019 |   3.3527e-05 |          0.0010 |
|      18 |        1000 |       00:06:09 |         0.06 |              |       0.0018 |              |          0.0010 |
|      18 |        1008 |       00:06:12 |         0.06 |         0.01 |       0.0020 |   7.8252e-05 |          0.0010 |
|      19 |        1022 |       00:06:17 |         0.06 |     7.52e-03 |       0.0018 |   2.8285e-05 |      1.0000e-04 |
|      19 |        1036 |       00:06:22 |         0.06 |     7.61e-03 |       0.0017 |   2.8954e-05 |      1.0000e-04 |
|      19 |        1050 |       00:06:27 |         0.06 |     7.05e-03 |       0.0021 |   2.4883e-05 |      1.0000e-04 |
|      19 |        1064 |       00:06:32 |         0.06 |     7.10e-03 |       0.0018 |   2.5201e-05 |      1.0000e-04 |
|      20 |        1078 |       00:06:38 |         0.06 |     7.07e-03 |       0.0018 |   2.5018e-05 |      1.0000e-04 |
|      20 |        1092 |       00:06:43 |         0.06 |     7.07e-03 |       0.0018 |   2.5000e-05 |      1.0000e-04 |
|      20 |        1100 |       00:06:46 |         0.06 |              |       0.0017 |              |      1.0000e-04 |
|      20 |        1106 |       00:06:48 |         0.06 |     7.09e-03 |       0.0018 |   2.5125e-05 |      1.0000e-04 |
|      20 |        1120 |       00:06:53 |         0.06 |     7.11e-03 |       0.0019 |   2.5298e-05 |      1.0000e-04 |
|      21 |        1134 |       00:06:59 |         0.06 |     7.06e-03 |       0.0018 |   2.4937e-05 |      1.0000e-04 |
|      21 |        1148 |       00:07:04 |         0.06 |     7.09e-03 |       0.0018 |   2.5145e-05 |      1.0000e-04 |
|      21 |        1150 |       00:07:04 |         0.06 |              |       0.0018 |              |      1.0000e-04 |
|      21 |        1162 |       00:07:09 |         0.06 |     7.16e-03 |       0.0018 |   2.5622e-05 |      1.0000e-04 |
|      21 |        1176 |       00:07:14 |         0.06 |     7.07e-03 |       0.0018 |   2.4974e-05 |      1.0000e-04 |
|      22 |        1190 |       00:07:19 |         0.06 |     7.16e-03 |       0.0017 |   2.5620e-05 |      1.0000e-04 |
|      22 |        1200 |       00:07:23 |         0.06 |              |       0.0018 |              |      1.0000e-04 |
|      22 |        1204 |       00:07:24 |         0.06 |     7.06e-03 |       0.0018 |   2.4905e-05 |      1.0000e-04 |
|      22 |        1218 |       00:07:30 |         0.06 |     7.12e-03 |       0.0017 |   2.5374e-05 |      1.0000e-04 |
